name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Marka,Model,Buraxilis_ili,ID
Maruti Celerio VXI,2020,475000,13000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio,2020,c771f4e4a99ebce60c02b172421b92ad
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,780000,60000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara,2016,6877d238d212ac3678ef6b375e48db2e
Maruti Swift Dzire VXI,2017,595000,40000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,Maruti,Swift,2017,87f4c97146b85136b759ce3c6fa1aaad
Maruti Wagon R VXI BS IV,2017,440000,35000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2017,4584f47e12b31326b578ff67ea7a634c
Maruti Swift VDI BSIV,2010,300000,120000,Diesel,Individual,Manual,Second Owner,,,,,,Maruti,Swift,2010,d7e916c92e79dc7aecab272f5074a3f0
Nissan Terrano XL 85 PS,2014,400000,70000,Diesel,Individual,Manual,Third Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,Nissan,Terrano,2014,84ceae8ee8ad94d116b7bb82dcb2018e
Hyundai Creta 1.6 CRDi SX,2016,1140000,50000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Creta,2016,b61271a447c3c7bf5377ad4c7fcfad82
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,850000,76139,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,Ford,EcoSport,2017,62f5d2fe426e9584f5383e7066e5769a
Maruti Swift Dzire VDi,2012,370000,175000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2012,888dd8726303543edac4e313f5be26c1
Renault KWID 1.0,2018,350000,25000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,Renault,KWID,2018,20a97608d45a263d2a130ce546be2c61
Maruti Celerio VXI,2015,360000,40000,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio,2015,bf871e8224aad5abff3bcd8efd738e28
Maruti Alto LXi,2008,105000,65000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto,2008,3b53acad6e7927c3ef7f9a703ee57b8b
Maruti Ertiga VDI,2013,625000,90000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga,2013,2e0cfe7789b172ff34568336bcc2fddb
Hyundai Santro Xing GLS,2009,135000,80000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,Hyundai,Santro,2009,a9ee3b958e683b10b7d1763499c603cb
Maruti Ertiga VDI,2015,700000,110000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga,2015,55dd9758ce5dbcaa071ba42b61f46b6d
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0,Honda,Amaze,2019,b51566e4e4810fa04a18558e0a73bc97
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1968 CC,188 bhp,400nm@ 1750-3000rpm,5.0,Audi,Q5,2018,f74311cad36db305aa464ee5b75cb350
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0,Lexus,ES,2019,a4b57cf091ba188b7ba2eea66ee25ec2
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,Jaguar,XF,2017,7c1748b33c3c42a7efb9dc9a3b179d04
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5 kmpl,3604 CC,280 bhp,347Nm@ 4300rpm,5.0,Jeep,Wrangler,2017,dbba9d2f8529e31438f23a3563a98160
Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83 kmpl,1999 CC,148.31 bhp,382nm@ 1750-2250rpm,7.0,Land,Rover,2019,5904b84b357eb521f92ce7f90db7fda1
Mercedes-Benz S-Class S 350 CDI,2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,254.79 bhp,620Nm@ 1600-2400rpm,5.0,Mercedes-Benz,S-Class,2017,693de4740cc6567f204637018e57d116
BMW 5 Series 520d Sport Line,2018,3790000,29500,Diesel,Dealer,Automatic,First Owner,22.48 kmpl,1995 CC,187.74 bhp,400Nm@ 1750-2500rpm,5.0,BMW,5,2018,ea273c75ffa2d0ed88ca052e46d5939c
BMW X1 sDrive 20D xLine,2017,2150000,27000,Diesel,Dealer,Automatic,First Owner,,,,,,BMW,X1,2017,6e4f835aa579a56c752884fdab62c7d8
BMW X4 M Sport X xDrive20d,2019,5800000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,BMW,X4,2019,011f7ac3e4624d75cbbab1efc93ccb77
Skoda Superb LK 1.8 TSI AT,2018,1864999,50000,Petrol,Dealer,Automatic,First Owner,14.67 kmpl,1798 CC,177.46 bhp,250@ 1250-5000rpm,5.0,Skoda,Superb,2018,618c281c4b5dbc2f4833f2da78f64018
Mercedes-Benz E-Class E250 Edition E,2016,2700000,35000,Diesel,Dealer,Automatic,First Owner,15.0 kmpl,2143 CC,204 bhp,500Nm@ 1600-1800rpm,5.0,Mercedes-Benz,E-Class,2016,d60a98f307976a00b0f111eb74727de0
MG Hector Sharp AT BSIV,2019,1750000,19000,Petrol,Dealer,Automatic,First Owner,13.96 kmpl,1451 CC,141 bhp,250Nm@ 1600-3600rpm,5.0,MG,Hector,2019,6799e76953e031e44ca7faa1e1629c11
Honda City i-VTEC CVT VX,2017,795000,41000,Petrol,Dealer,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5.0,Honda,City,2017,4ed9b01ce29b2fce64b7dcfd87094220
Toyota Corolla Altis 1.8 G CVT,2013,625000,39000,Petrol,Dealer,Automatic,First Owner,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5.0,Toyota,Corolla,2013,45bad296442c8e1979d843967f88d156
Volvo XC40 D4 R-Design,2018,3400000,22000,Diesel,Dealer,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0,Volvo,XC40,2018,c8ac51352f358711fce223bf5803ec5f
Audi Q7 35 TDI Quattro Premium,2015,2650000,53000,Diesel,Dealer,Automatic,First Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7.0,Audi,Q7,2015,4b013ecc98de321e3ed545c014e03176
Maruti Ciaz ZDi,2015,535000,40000,Diesel,Dealer,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Ciaz,2015,7ff65520ece764138beaae8eaacfd81d
Mercedes-Benz S-Class S 350 CDI,2017,5850000,47000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,282 bhp,490Nm@ 1600rpm,5.0,Mercedes-Benz,S-Class,2017,693de4740cc6567f204637018e57d116
BMW 5 Series 523i,2010,975000,72200,Petrol,Dealer,Automatic,Second Owner,10.8 kmpl,2497 CC,150 bhp,250 Nm at 2750 rpm,5.0,BMW,5,2010,a19da593786dcfb427928b509542eb3d
Hyundai Elantra S,2016,805000,49900,Petrol,Dealer,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5.0,Hyundai,Elantra,2016,9dd29ede1f5c2938026b9bd40042215b
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,Jaguar,XE,2017,f4a8727895313dcd705482760765a7a5
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,811000,11000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,Tata,Nexon,2018,1b742383edecf37ab059e78e7cbb52f2
Volkswagen Vento Petrol Highline,2011,375000,49000,Petrol,Individual,Manual,First Owner,15.04 kmpl,1598 CC,103.6 bhp,153Nm@ 3800rpm,5.0,Volkswagen,Vento,2011,52ca64e41caf78fdfba3ad5805144484
Hyundai Elantra SX,2012,550000,95000,Petrol,Individual,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5.0,Hyundai,Elantra,2012,ea58c741f835db934c6f9ba5851838f5
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,Skoda,Rapid,2016,aae52e305c9bada98b37fa2f6de4fb75
Mercedes-Benz CLA 200 CGI Sport,2018,2550000,18000,Petrol,Dealer,Automatic,First Owner,15.04 kmpl,1991 CC,183 bhp,300Nm@ 1200-4000rpm,5.0,Mercedes-Benz,CLA,2018,1098bc20a2e1de60bcb40858aa0ed318
Maruti Ertiga ZXI,2014,599000,46100,Petrol,Dealer,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,Maruti,Ertiga,2014,e7f36b380101834891a7ff0b8d5f4d77
Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,2700000,16000,Petrol,Dealer,Automatic,First Owner,14.74 kmpl,1991 CC,181.04 bhp,300Nm@ 1200-1400rpm,5.0,Mercedes-Benz,New,2017,00daf811c88391e926d712fe4f2d3060
Honda City V AT,2017,875000,18000,Petrol,Dealer,Automatic,First Owner,15.6 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5.0,Honda,City,2017,6a80e7221483262070bb9439c24c172c
Toyota Glanza V CVT,2019,894999,9654,Petrol,Dealer,Automatic,First Owner,19.56 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Toyota,Glanza,2019,fa4f4e4bae9732556b0d6278af4d78af
Maruti Alto K10 VXI,2011,175000,11000,Petrol,Dealer,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto,2011,033184979977e37b6a9e1fdbf99982f8
Maruti Swift VXI,2012,340000,24300,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2012,06af0bd111b487225c8c1e25e0dbb426
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1525000,42163,Diesel,Dealer,Automatic,Second Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,Toyota,Innova,2016,2cd8946d255429ee7222be8ff8eb25d1
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000,8000,Diesel,Dealer,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0,Tata,Nexon,2018,81b505c8b968c3228f310cebb1ac80ae
BMW 3 Series 320d Luxury Line,2016,2150000,30000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,BMW,3,2016,5a6c4141a52955f2c9f04839a88127ba
Toyota Camry 2.5 Hybrid,2016,1900000,41000,Petrol,Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0,Toyota,Camry,2016,9d0f43d22537d9c364710788eaa64101
BMW 5 Series 520d Luxury Line,2016,2900000,12000,Diesel,Dealer,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,BMW,5,2016,898a436f7df815c0bda76863a1046bbd
Toyota Camry W4 (AT),2009,450000,71000,Petrol,Dealer,Automatic,First Owner,12.1 kmpl,2362 CC,164.7 bhp,224Nm@ 4000rpm,5.0,Toyota,Camry,2009,ec0e98b60c5367163962cc7382691364
Maruti Ertiga BSIV ZXI Plus,2016,850000,20000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7.0,Maruti,Ertiga,2016,2d4ef05113b391a368d5259b13c77cb9
Volvo XC90 T8 Excellence BSIV,2017,10000000,30000,Petrol,Individual,Automatic,First Owner,42.0 kmpl,1969 CC,400 bhp,640Nm@ 1740rpm,4.0,Volvo,XC90,2017,f1594596847b7a4c86762283455d7c36
Volkswagen Vento Diesel Highline,2011,300000,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento,2011,134d84b99bc022ca9c894bad062c32c8
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,575000,9500,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,Ford,Figo,2018,e2879fa0e505b6f1fe2492eb096dd8b4
Ford Figo Diesel LXI,2011,160000,120000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,Ford,Figo,2011,9eacadba686d88ef4c33a3b91064e5af
Maruti Swift VXI Optional,2015,515000,36600,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2015,b949d1057142a01dbe2db1732111b95b
Maruti Wagon R AMT VXI,2015,390000,50000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2015,ca09cc103a5f84756b833c21fa355c48
Hyundai i20 Magna 1.2,2016,550000,14000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20,2016,923dc5e459e1f1dd1793dc4a610e93ad
Maruti 800 Std,1999,40000,40000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,Maruti,800,1999,49758a2a2d127e281b1cefd929f0873f
Maruti Ritz VDi,2010,220000,120000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,Maruti,Ritz,2010,e65e05bc5f9c335cc6feaaff0744ba2e
Hyundai Grand i10 Magna,2015,425000,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Grand,2015,4cad815b929dc62993c61f910d679678
Volkswagen Ameo 1.0 MPI Trendline,2019,480000,13000,Petrol,Individual,Manual,First Owner,19.44 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5.0,Volkswagen,Ameo,2019,7387dfc006297b99a7d93b51f8c8210f
Hyundai Grand i10 Sportz,2014,400000,60000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Grand,2014,e0d1a7642fb405c65ba52d5a058a7ad1
Maruti Swift Dzire VXI,2014,487000,35000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,Maruti,Swift,2014,02162570968b9f9e8afd9075fb8a8d23
Hyundai Xcent 1.2 Kappa S,2016,386000,44000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Xcent,2016,ca6907483f4eb0415ee996d3fcc1937e
Honda City 1.5 EXI,2005,100000,120000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5.0,Honda,City,2005,2d39b6d35d124e7d2eb3f61ba8fe0299
Toyota Corolla Altis Diesel D4DG,2010,300000,60000,Diesel,Individual,Manual,First Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0,Toyota,Corolla,2010,e036b4390427d1f48ea7fe661b1dca2b
Daewoo Matiz SD,2000,100000,60000,Petrol,Individual,Manual,First Owner,18.5 kmpl,796 CC,53 bhp,71Nm@ 3500rpm,5.0,Daewoo,Matiz,2000,7b2d6755b3e97b7ac9565b82f8a7ef97
Toyota Fortuner 4x2 Manual,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0,Toyota,Fortuner,2014,8288028b67a9207797eefc50931e846c
Mahindra KUV 100 mFALCON G80 K8,2016,450000,15000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,Mahindra,KUV,2016,523b53382a58dbd13720252da1c19047
Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,Tata,Zest,2017,4a14e73d3e68f1219de91af870d327df
Honda City 1.5 S MT,2009,345000,47000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,Honda,City,2009,9389b424a59b942ea57984ee747e64b6
Maruti Zen LXI,2005,85000,90000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0,Maruti,Zen,2005,5c9d9aa4a9239f1f8f5e316280e8770e
Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2010,841a23113e01f60067805cecdecae448
Hyundai Verna Transform SX VTVT,2010,320000,100000,Petrol,Individual,Manual,Third Owner,16.2 kmpl,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM,5.0,Hyundai,Verna,2010,1eab0aa0c5490b029f36400c52dd713d
Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,Maruti,Swift,2016,cb6e93801e31f3b0b6affa45100dd3f7
Hyundai Getz GLS,2005,65000,86000,Petrol,Individual,Manual,First Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5.0,Hyundai,Getz,2005,8893199a5e4c23ac7be13a25a2926825
Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,Hyundai,Elite,2020,bff0ee50917fe542388298e851f50574
Maruti Ciaz 1.3 Alpha,2017,800000,37000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Ciaz,2017,aac8496bb7a4ae928ff279c100f9d931
Tata Tigor 1.2 Revotron XZ,2019,520000,14000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tigor,2019,79cd04e8ef86bf69ae72adb936736841
Maruti Ertiga VDI,2015,580000,70000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga,2015,55dd9758ce5dbcaa071ba42b61f46b6d
Toyota Etios GD,2012,235000,120000,Diesel,Individual,Manual,First Owner,,,,,,Toyota,Etios,2012,1de1af8afceee00ffd689a85925f6b3a
Honda City i VTEC S,2015,600000,50000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,Honda,City,2015,2bd71437456542f983a8a223328e4bb3
Honda Brio S MT,2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,Honda,Brio,2014,bb334b5f5d42f018aaf86e149810e0fc
Maruti Wagon R LXI CNG,2016,360000,50000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,Maruti,Wagon,2016,b1d79e6996ca037d51be4131358ed85f
Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,Maruti,Swift,2017,87f4c97146b85136b759ce3c6fa1aaad
Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,Hyundai,i20,2013,32a277e0a6548b7bcf0a7d8e4c3c3e30
Maruti Omni E 8 Str STD,2003,40000,90000,Petrol,Individual,Manual,Second Owner,,,,,,Maruti,Omni,2003,b0c2e20e7c44894c561117427def475a
Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2018,87ed53899bf9d98c13ebe7953fb2b3d5
Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2017,58c83a6cb0b255580239ad610f383b0f
Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2018,4dff7f949d4cdab370c10af70e8055a5
Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2018,81dac62aac46a270ba6f9ca91c50b45a
Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2017,619f5cae8460ff1e7fbf6bbc9c5600c8
Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,Tata,Hexa,2019,d122c9978e23755940cb79666bdcf34e
Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,Hyundai,i20,2013,6be61a344598e0e948fb13e6a68bc3a3
Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2018,80598fc6fb73cf749a1ca0b73d6248d9
Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2015,d5f7156afd83574e78a2c84d29f5e8a8
Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5.0,Toyota,Corolla,2012,f76791a09fa2b6d694a187af92b21bfa
Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,Honda,Brio,2012,cd5e5afdfc6cc7eaf1370419d2b19e8c
Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,Maruti,Baleno,2018,1c713ee9ecc69ffe810b470ef3207183
Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,Tata,Safari,2017,8ccca7e8589dab3d2365e856a8185e04
Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto,2011,ad0a4440210567fd2adc30799fef49b9
Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,Renault,KWID,2018,c859ba9a9aaa6a396d04bf4267dedf1f
Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5.0,Datsun,GO,2017,875d7221684ade0c3e3d8e318daffc22
Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara,2017,a9f514d5efa71e440ddf48304c7eb2f3
Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,Hyundai,Xcent,2020,9fd7833d1bf6efec1f10fc9b6e8b5b36
Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2015,bcf51ac3a3ab6f1b7c9c5576636cddff
Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,Hyundai,i20,2012,f00330c62825738db6ba2e6f36059ee2
Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,Tata,Zest,2018,cf00b8f04bab3b72418e4ebc7e49e553
Maruti Swift 1.3 VXi,2008,130000,120000,Petrol,Individual,Manual,Second Owner,,,,,,Maruti,Swift,2008,ab5d6dc6cd8fe459cfa2bd0e48fc4050
Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0,Nissan,Sunny,2014,98cfcab64d95c94ea0fc7ba27a529c87
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5.0,Ford,EcoSport,2018,9817c61fea0606ebbaed4c7fa1ee5ae7
Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5.0,Nissan,Micra,2015,743026785b1e12d0bcb64d2dc0c49eac
Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2016,0a58e15b03d5fff2d08c59d4490348e9
